Incident_No,Force_Type,Incident_Date,Race,Gender,Age,Precinct,Neighborhood,Is911Call
21-271767,Level 1 - Use of Force,2021/11/26 11:54:45+00,2.0,1.0,36.0,4,Hawthorne,1.0
21-271767,Level 1 - Use of Force,2021/11/26 11:54:45+00,2.0,1.0,36.0,4,Hawthorne,1.0
21-271767,Level 1 - Use of Force,2021/11/26 11:54:45+00,2.0,1.0,36.0,4,Hawthorne,1.0
21-271901,Level 1 - Use of Force,2021/11/26 16:12:06+00,1.0,1.0,16.0,4,Near - North,0.0
21-271901,Level 2 - Use of Force,2021/11/26 16:12:06+00,1.0,1.0,15.0,4,Near - North,0.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,2.0,1.0,24.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,2.0,1.0,24.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,2.0,1.0,24.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,2.0,1.0,24.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,2.0,1.0,24.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,2.0,1.0,24.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,2.0,1.0,24.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,2.0,1.0,24.0,2,Northeast Park,1.0
21-271904,Level 1 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-271904,Level 2 - Use of Force,2021/11/26 16:14:09+00,1.0,1.0,30.0,2,Northeast Park,1.0
21-272040,Level 1 - Use of Force,2021/11/26 20:09:01+00,1.0,0.0,14.0,4,Victory,1.0
21-272072,Level 2 - Use of Force,2021/11/26 21:16:57+00,1.0,1.0,19.0,1,Downtown East,0.0
21-272072,Level 1 - Use of Force,2021/11/26 21:16:57+00,1.0,1.0,19.0,1,Downtown East,0.0
21-272072,Level 1 - Use of Force,2021/11/26 21:16:57+00,1.0,1.0,19.0,1,Downtown East,0.0
21-272072,Level 1 - Use of Force,2021/11/26 21:16:57+00,1.0,1.0,19.0,1,Downtown East,0.0
21-272649,Level 1 - Use of Force,2021/11/27 16:35:15+00,1.0,0.0,50.0,1,Downtown West,0.0
21-272891,Level 2 - Use of Force,2021/11/27 22:11:54+00,2.0,1.0,21.0,2,Prospect Park - East River Road,1.0
21-272891,Level 2 - Use of Force,2021/11/27 22:11:54+00,2.0,1.0,21.0,2,Prospect Park - East River Road,1.0
21-273671,Level 2 - Use of Force,2021/11/28 23:58:52+00,2.0,1.0,31.0,5,Lowry Hill East,1.0
21-273671,Level 2 - Use of Force,2021/11/28 23:58:52+00,2.0,1.0,31.0,5,Lowry Hill East,1.0
21-274044,Level 2 - Use of Force,2021/11/29 13:14:26+00,1.0,1.0,15.0,4,Victory,1.0
21-274044,Level 2 - Use of Force,2021/11/29 13:14:26+00,1.0,1.0,15.0,4,Victory,1.0
21-274044,Level 2 - Use of Force,2021/11/29 13:14:26+00,1.0,1.0,15.0,4,Victory,1.0
21-274462,Level 1 - Use of Force,2021/11/29 22:30:30+00,1.0,0.0,18.0,1,North Loop,1.0
21-274462,Level 1 - Use of Force,2021/11/29 22:30:30+00,1.0,0.0,18.0,1,North Loop,1.0
21-274462,Level 1 - Use of Force,2021/11/29 22:30:30+00,1.0,0.0,18.0,1,North Loop,1.0
21-275184,Level 1 - Use of Force,2021/11/30 19:57:37+00,3.0,1.0,22.0,2,Holland,1.0
21-275184,Level 1 - Use of Force,2021/11/30 19:57:37+00,3.0,1.0,22.0,2,Holland,1.0
21-275184,Level 1 - Use of Force,2021/11/30 19:57:37+00,3.0,1.0,22.0,2,Holland,1.0
21-275305,Level 2 - Use of Force,2021/11/30 23:02:27+00,1.0,1.0,27.0,2,Prospect Park - East River Road,1.0
21-275534,Level 1 - Use of Force,2021/12/01 08:39:08+00,2.0,0.0,38.0,1,Downtown West,1.0
21-275534,Level 1 - Use of Force,2021/12/01 08:39:08+00,2.0,0.0,38.0,1,Downtown West,1.0
21-275534,Level 1 - Use of Force,2021/12/01 08:39:08+00,2.0,0.0,38.0,1,Downtown West,1.0
21-275534,Level 1 - Use of Force,2021/12/01 08:39:08+00,2.0,0.0,38.0,1,Downtown West,1.0
21-275534,Level 1 - Use of Force,2021/12/01 08:39:08+00,2.0,0.0,38.0,1,Downtown West,1.0
21-275741,Level 1 - Use of Force,2021/12/01 14:17:56+00,1.0,1.0,35.0,1,Downtown West,0.0
21-275741,Level 1 - Use of Force,2021/12/01 14:17:56+00,1.0,1.0,35.0,1,Downtown West,0.0
21-275741,Level 1 - Use of Force,2021/12/01 14:17:56+00,1.0,1.0,35.0,1,Downtown West,0.0
21-275873,Level 1 - Use of Force,2021/12/01 17:00:02+00,1.0,1.0,47.0,4,Jordan,0.0
21-275948,Level 1 - Use of Force,2021/12/01 18:04:56+00,1.0,1.0,64.0,3,Ventura Village,0.0
21-275948,Level 1 - Use of Force,2021/12/01 18:04:56+00,2.0,0.0,,3,Ventura Village,0.0
21-275948,Level 1 - Use of Force,2021/12/01 18:04:56+00,1.0,1.0,,3,Ventura Village,0.0
21-275948,Level 1 - Use of Force,2021/12/01 18:04:56+00,1.0,1.0,64.0,3,Ventura Village,0.0
21-275948,Level 1 - Use of Force,2021/12/01 18:04:56+00,1.0,1.0,64.0,3,Ventura Village,0.0
21-276073,Level 2 - Use of Force,2021/12/01 20:11:58+00,1.0,1.0,32.0,5,Whittier,1.0
21-276088,Level 1 - Use of Force,2021/12/01 20:34:39+00,1.0,1.0,33.0,1,Downtown West,0.0
21-276093,Level 1 - Use of Force,2021/12/01 20:39:57+00,1.0,1.0,29.0,3,Midtown Phillips,0.0
21-276093,Level 1 - Use of Force,2021/12/01 20:39:57+00,1.0,1.0,29.0,3,Midtown Phillips,0.0
21-276257,Level 1 - Use of Force,2021/12/02 01:27:41+00,2.0,1.0,,1,Downtown West,1.0
21-276257,Level 1 - Use of Force,2021/12/02 01:27:41+00,1.0,1.0,28.0,1,Downtown West,1.0
21-277146,Level 2 - Use of Force,2021/12/03 02:51:59+00,1.0,1.0,30.0,1,Downtown West,1.0
21-277386,Level 1 - Use of Force,2021/12/03 12:04:46+00,1.0,0.0,22.0,5,ECCO,0.0
21-277415,Level 1 - Use of Force,2021/12/03 12:56:58+00,3.0,0.0,44.0,3,Corcoran,0.0
21-277415,Level 1 - Use of Force,2021/12/03 12:56:58+00,3.0,0.0,44.0,3,Corcoran,0.0
21-277612,Level 1 - Use of Force,2021/12/03 17:45:27+00,1.0,1.0,36.0,5,Whittier,1.0
21-277612,Level 2 - Use of Force,2021/12/03 17:45:27+00,1.0,1.0,36.0,5,Whittier,1.0
21-277612,Level 2 - Use of Force,2021/12/03 17:45:27+00,2.0,1.0,25.0,5,Whittier,1.0
21-277629,Level 1 - Use of Force,2021/12/03 18:03:28+00,1.0,0.0,35.0,1,North Loop,1.0
21-277629,Level 1 - Use of Force,2021/12/03 18:03:28+00,1.0,0.0,35.0,1,North Loop,1.0
21-277629,Level 1 - Use of Force,2021/12/03 18:03:28+00,1.0,0.0,35.0,1,North Loop,1.0
21-277629,Level 1 - Use of Force,2021/12/03 18:03:28+00,1.0,0.0,35.0,1,North Loop,1.0
21-277823,Level 1 - Use of Force,2021/12/03 22:07:33+00,1.0,1.0,36.0,5,Windom,1.0
21-278486,Level 1 - Use of Force,2021/12/04 18:48:24+00,3.0,0.0,27.0,3,Seward,1.0
21-278813,Level 1 - Use of Force,2021/12/05 02:39:13+00,2.0,1.0,36.0,4,Hawthorne,0.0
21-278813,Level 1 - Use of Force,2021/12/05 02:39:13+00,2.0,1.0,36.0,4,Hawthorne,0.0
21-278813,Level 1 - Use of Force,2021/12/05 02:39:13+00,2.0,1.0,36.0,4,Hawthorne,0.0
21-278813,Level 1 - Use of Force,2021/12/05 02:39:13+00,2.0,1.0,36.0,4,Hawthorne,0.0
21-279528,Level 1 - Use of Force,2021/12/06 08:34:19+00,1.0,1.0,16.0,3,Standish,1.0
21-279528,Level 1 - Use of Force,2021/12/06 08:34:19+00,1.0,1.0,16.0,3,Standish,1.0
21-279528,Level 1 - Use of Force,2021/12/06 08:34:19+00,1.0,1.0,16.0,3,Standish,1.0
21-279528,Level 1 - Use of Force,2021/12/06 08:34:19+00,1.0,1.0,16.0,3,Standish,1.0
21-279528,Level 1 - Use of Force,2021/12/06 08:34:19+00,1.0,1.0,16.0,3,Standish,1.0
21-280144,Level 1 - Use of Force,2021/12/06 23:59:38+00,1.0,0.0,47.0,5,Steven's Square - Loring Heights,1.0
21-280229,Level 1 - Use of Force,2021/12/07 04:28:37+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-280229,Level 1 - Use of Force,2021/12/07 04:28:37+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-280229,Level 2 - Use of Force,2021/12/07 04:28:37+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-280229,Level 1 - Use of Force,2021/12/07 04:28:37+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-280229,Level 1 - Use of Force,2021/12/07 04:28:37+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-280229,Level 1 - Use of Force,2021/12/07 04:28:37+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-280229,Level 1 - Use of Force,2021/12/07 04:28:37+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-280229,Level 1 - Use of Force,2021/12/07 04:28:37+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-281531,Level 1 - Use of Force,2021/12/08 19:26:46+00,1.0,1.0,,1,Cedar Riverside,1.0
21-281801,Level 1 - Use of Force,2021/12/09 01:52:41+00,1.0,0.0,,5,Whittier,1.0
21-281801,Level 2 - Use of Force,2021/12/09 01:52:41+00,1.0,1.0,33.0,5,Whittier,1.0
21-282377,Level 1 - Use of Force,2021/12/09 19:49:08+00,1.0,1.0,,3,Ventura Village,1.0
21-282603,Level 1 - Use of Force,2021/12/10 00:22:14+00,2.0,1.0,,1,Loring Park,1.0
21-282603,Level 1 - Use of Force,2021/12/10 00:22:14+00,2.0,1.0,30.0,1,Loring Park,1.0
21-282603,Level 1 - Use of Force,2021/12/10 00:22:14+00,2.0,1.0,30.0,1,Loring Park,1.0
21-282603,Level 1 - Use of Force,2021/12/10 00:22:14+00,2.0,1.0,30.0,1,Loring Park,1.0
21-282603,Level 1 - Use of Force,2021/12/10 00:22:14+00,2.0,1.0,30.0,1,Loring Park,1.0
21-282652,Level 1 - Use of Force,2021/12/10 01:49:32+00,2.0,1.0,23.0,2,Waite Park,1.0
21-282652,Level 1 - Use of Force,2021/12/10 01:49:32+00,2.0,1.0,23.0,2,Waite Park,1.0
21-282734,Level 1 - Use of Force,2021/12/10 06:09:32+00,1.0,1.0,36.0,4,Near - North,0.0
21-282734,Level 1 - Use of Force,2021/12/10 06:09:32+00,1.0,1.0,36.0,4,Near - North,0.0
21-282734,Level 1 - Use of Force,2021/12/10 06:09:32+00,1.0,1.0,36.0,4,Near - North,0.0
21-282734,Level 1 - Use of Force,2021/12/10 06:09:32+00,1.0,1.0,36.0,4,Near - North,0.0
21-282734,Level 1 - Use of Force,2021/12/10 06:09:32+00,1.0,1.0,36.0,4,Near - North,0.0
21-282746,Level 1 - Use of Force,2021/12/10 07:04:45+00,,2.0,,3,Bancroft,1.0
21-282767,Level 1 - Use of Force,2021/12/10 08:15:13+00,1.0,0.0,38.0,3,Ventura Village,1.0
21-282998,Level 2 - Use of Force,2021/12/10 14:42:29+00,2.0,0.0,34.0,3,Longfellow,0.0
21-282998,Level 2 - Use of Force,2021/12/10 14:42:29+00,2.0,0.0,34.0,3,Longfellow,0.0
21-283134,Level 2 - Use of Force,2021/12/10 19:12:59+00,3.0,1.0,27.0,2,Como,1.0
21-283268,Level 1 - Use of Force,2021/12/10 22:53:22+00,2.0,1.0,54.0,3,Hiawatha,1.0
21-283733,Level 1 - Use of Force,2021/12/11 15:25:09+00,3.0,1.0,25.0,1,Loring Park,1.0
21-284590,Level 1 - Use of Force,2021/12/12 17:03:24+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284590,Level 1 - Use of Force,2021/12/12 17:03:24+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284590,Level 2 - Use of Force,2021/12/12 17:03:24+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284590,Level 1 - Use of Force,2021/12/12 17:03:24+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284590,Level 2 - Use of Force,2021/12/12 17:03:24+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284590,Level 1 - Use of Force,2021/12/12 17:03:24+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284590,Level 2 - Use of Force,2021/12/12 17:03:24+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284596,Level 1 - Use of Force,2021/12/12 17:10:58+00,1.0,0.0,29.0,5,Steven's Square - Loring Heights,1.0
21-284596,Level 1 - Use of Force,2021/12/12 17:10:58+00,1.0,0.0,29.0,5,Steven's Square - Loring Heights,1.0
21-284596,Level 1 - Use of Force,2021/12/12 17:10:58+00,1.0,0.0,29.0,5,Steven's Square - Loring Heights,1.0
21-284598,Level 1 - Use of Force,2021/12/12 17:13:22+00,1.0,0.0,,4,Webber - Camden,1.0
21-284914,Level 1 - Use of Force,2021/12/13 01:53:06+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284914,Level 1 - Use of Force,2021/12/13 01:53:06+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284914,Level 1 - Use of Force,2021/12/13 01:53:06+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284914,Level 1 - Use of Force,2021/12/13 01:53:06+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284914,Level 1 - Use of Force,2021/12/13 01:53:06+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-284914,Level 1 - Use of Force,2021/12/13 01:53:06+00,1.0,0.0,27.0,1,Elliot Park,1.0
21-284914,Level 1 - Use of Force,2021/12/13 01:53:06+00,1.0,1.0,24.0,1,Elliot Park,1.0
21-285130,Level 1 - Use of Force,2021/12/13 12:17:50+00,2.0,1.0,39.0,3,Ventura Village,1.0
21-285130,Level 1 - Use of Force,2021/12/13 12:17:50+00,2.0,1.0,39.0,3,Ventura Village,1.0
21-285130,Level 1 - Use of Force,2021/12/13 12:17:50+00,2.0,1.0,39.0,3,Ventura Village,1.0
21-285130,Level 1 - Use of Force,2021/12/13 12:17:50+00,2.0,1.0,39.0,3,Ventura Village,1.0
21-285130,Level 1 - Use of Force,2021/12/13 12:17:50+00,2.0,1.0,39.0,3,Ventura Village,1.0
21-285146,Level 1 - Use of Force,2021/12/13 12:49:58+00,1.0,1.0,22.0,0O,,0.0
21-285146,Level 1 - Use of Force,2021/12/13 12:49:58+00,1.0,1.0,22.0,0O,,0.0
21-285320,Level 1 - Use of Force,2021/12/13 17:15:01+00,1.0,1.0,27.0,1,Cedar Riverside,0.0
21-285618,Level 1 - Use of Force,2021/12/14 00:02:18+00,1.0,1.0,41.0,4,Willard - Hay,1.0
21-285618,Level 1 - Use of Force,2021/12/14 00:02:18+00,1.0,1.0,41.0,4,Willard - Hay,1.0
21-285618,Level 1 - Use of Force,2021/12/14 00:02:18+00,1.0,1.0,41.0,4,Willard - Hay,1.0
21-285618,Level 1 - Use of Force,2021/12/14 00:02:18+00,1.0,1.0,41.0,4,Willard - Hay,1.0
21-285618,Level 1 - Use of Force,2021/12/14 00:02:18+00,1.0,1.0,41.0,4,Willard - Hay,1.0
21-285618,Level 1 - Use of Force,2021/12/14 00:02:18+00,1.0,1.0,41.0,4,Willard - Hay,1.0
21-285901,Level 2 - Use of Force,2021/12/14 12:32:10+00,1.0,1.0,21.0,5,Whittier,0.0
21-285917,Level 1 - Use of Force,2021/12/14 13:14:36+00,1.0,1.0,31.0,3,Elliot Park,0.0
21-286377,Level 1 - Use of Force,2021/12/14 23:01:17+00,3.0,1.0,32.0,1,Elliot Park,0.0
21-286377,Level 1 - Use of Force,2021/12/14 23:01:17+00,3.0,1.0,32.0,1,Elliot Park,0.0
21-286377,Level 1 - Use of Force,2021/12/14 23:01:17+00,3.0,1.0,32.0,1,Elliot Park,0.0
21-286406,Level 2 - Use of Force,2021/12/14 23:52:21+00,1.0,1.0,27.0,1,Downtown West,0.0
21-286406,Level 2 - Use of Force,2021/12/14 23:52:21+00,1.0,1.0,27.0,1,Downtown West,0.0
21-286411,Level 2 - Use of Force,2021/12/14 23:59:19+00,1.0,1.0,33.0,5,Lyndale,1.0
21-286411,Level 2 - Use of Force,2021/12/14 23:59:19+00,1.0,1.0,33.0,5,Lyndale,1.0
21-286692,Level 1 - Use of Force,2021/12/15 12:25:27+00,3.0,1.0,29.0,5,Whittier,0.0
21-286692,Level 1 - Use of Force,2021/12/15 12:25:27+00,3.0,1.0,29.0,5,Whittier,0.0
21-286797,Level 1 - Use of Force,2021/12/15 15:29:50+00,1.0,1.0,20.0,5,Whittier,0.0
21-286797,Level 1 - Use of Force,2021/12/15 15:29:50+00,1.0,1.0,20.0,5,Whittier,0.0
21-286798,Level 1 - Use of Force,2021/12/15 15:29:29+00,1.0,1.0,,0O,,0.0
21-286962,Level 1 - Use of Force,2021/12/15 19:01:50+00,1.0,1.0,,3,Corcoran,1.0
21-287078,Level 1 - Use of Force,2021/12/15 22:26:26+00,,1.0,,4,Hawthorne,1.0
21-287294,Level 1 - Use of Force,2021/12/16 06:25:22+00,1.0,1.0,39.0,5,Whittier,1.0
21-287294,Level 1 - Use of Force,2021/12/16 06:25:22+00,1.0,1.0,39.0,5,Whittier,1.0
21-287294,Level 1 - Use of Force,2021/12/16 06:25:22+00,1.0,1.0,39.0,5,Whittier,1.0
21-287294,Level 1 - Use of Force,2021/12/16 06:25:22+00,1.0,1.0,39.0,5,Whittier,1.0
21-287430,Level 2 - Use of Force,2021/12/16 12:21:40+00,3.0,1.0,24.0,4,Hawthorne,0.0
21-287702,Level 2 - Use of Force,2021/12/16 18:58:59+00,1.0,1.0,35.0,2,Como,1.0
21-288449,Level 1 - Use of Force,2021/12/17 17:27:51+00,1.0,1.0,29.0,1,Loring Park,0.0
21-288449,Level 1 - Use of Force,2021/12/17 17:27:51+00,1.0,0.0,30.0,1,Loring Park,0.0
21-288449,Level 1 - Use of Force,2021/12/17 17:27:51+00,1.0,0.0,30.0,1,Loring Park,0.0
21-288449,Level 1 - Use of Force,2021/12/17 17:27:51+00,1.0,0.0,30.0,1,Loring Park,0.0
21-288449,Level 1 - Use of Force,2021/12/17 17:27:51+00,1.0,0.0,30.0,1,Loring Park,0.0
21-288449,Level 1 - Use of Force,2021/12/17 17:27:51+00,1.0,0.0,30.0,1,Loring Park,0.0
21-288449,Level 1 - Use of Force,2021/12/17 17:27:51+00,1.0,1.0,29.0,1,Loring Park,0.0
21-288449,Level 1 - Use of Force,2021/12/17 17:27:51+00,1.0,0.0,30.0,1,Loring Park,0.0
21-288663,Level 1 - Use of Force,2021/12/17 22:24:59+00,1.0,0.0,25.0,2,Holland,1.0
21-288663,Level 1 - Use of Force,2021/12/17 22:24:59+00,1.0,0.0,25.0,2,Holland,1.0
21-288850,Level 2 - Use of Force,2021/12/18 03:31:55+00,2.0,1.0,33.0,3,Midtown Phillips,1.0
21-288850,Level 2 - Use of Force,2021/12/18 03:31:55+00,2.0,1.0,33.0,3,Midtown Phillips,1.0
21-288850,Level 2 - Use of Force,2021/12/18 03:31:55+00,2.0,1.0,33.0,3,Midtown Phillips,1.0
21-288850,Level 1 - Use of Force,2021/12/18 03:31:55+00,2.0,1.0,33.0,3,Midtown Phillips,1.0
21-288850,Level 2 - Use of Force,2021/12/18 03:31:55+00,2.0,1.0,33.0,3,Midtown Phillips,1.0
21-288850,Level 2 - Use of Force,2021/12/18 03:31:55+00,2.0,1.0,33.0,3,Midtown Phillips,1.0
21-288850,Level 2 - Use of Force,2021/12/18 03:31:55+00,2.0,1.0,33.0,3,Midtown Phillips,1.0
21-288919,Level 1 - Use of Force,2021/12/18 07:04:54+00,2.0,1.0,62.0,2,Marshall Terrace,1.0
21-289143,Level 2 - Use of Force,2021/12/18 14:48:44+00,1.0,0.0,21.0,3,Central,1.0
21-289249,Level 1 - Use of Force,2021/12/18 17:57:44+00,6.0,1.0,29.0,4,Jordan,0.0
21-289825,Level 1 - Use of Force,2021/12/19 13:41:15+00,2.0,0.0,62.0,2,Logan Park,0.0
21-290235,Level 1 - Use of Force,2021/12/20 02:07:52+00,2.0,1.0,36.0,5,Steven's Square - Loring Heights,1.0
21-290286,Level 1 - Use of Force,2021/12/20 06:35:24+00,1.0,1.0,29.0,1,North Loop,1.0
21-290485,Level 1 - Use of Force,2021/12/20 13:36:16+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-290485,Level 2 - Use of Force,2021/12/20 13:36:16+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-290485,Level 1 - Use of Force,2021/12/20 13:36:16+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-290485,Level 1 - Use of Force,2021/12/20 13:36:16+00,1.0,1.0,39.0,4,Webber - Camden,1.0
21-290485,Level 1 - Use of Force,2021/12/20 13:36:16+00,1.0,1.0,39.0,4,Webber - Camden,1.0
